frame_start,frame_end,frame_time,is_delayed
109751780,181138144799466,181138035047686,True
109754494,181141928850676,181141819096182,True
109749310,181134850520023,181134740770713,True
109750788,181136490645968,181136380895180,True
109750721,181136361754549,181136252003828,True
109747732,181134578294475,181134468546743,True
109749354,181134869513202,181134759763848,True
109750654,181136353677725,181136243927071,True
109749288,181134835884136,181134726134848,True
109750402,181135976189302,181135866438900,True
109749266,181134825119135,181134715369869,True
109750743,181136377014029,181136267263286,True
109749464,181134932789406,181134823039942,True
109750773,181136396753302,181136287002529,True
109749420,181134902284455,181134792535035,True
109748894,181134757675639,181134647926745,True
109749222,181134803102623,181134693353401,True
109750999,181136696373280,181136586622281,True
109749244,181134813677676,181134703928432,True
109749398,181134892170496,181134782421098,True
109749376,181134887972631,181134778223255,True
109750758,181136383045020,181136273294262,True
109750912,181136595278739,181136485527827,True
109747651,181133883824927,181133774077276,True
109749141,181134793916580,181134684167439,True
109749332,181134859477159,181134749727827,True
109749442,181134918307842,181134808558400,True
109747607,181133865685915,181133755938308,True
