device,subject,run,BATTERY_PROPERTY_CAPACITY,BATTERY_PROPERTY_CHARGE_COUNTER,BATTERY_PROPERTY_CURRENT_AVERAGE,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Energy trapz (J),Energy simple (J),Avg power (W)
pixel5g,com-chrome-canary,0,100.0,4169000.0,6713.0,4440.0,11194.605564648118,6.4842844381199995,6.48389315383306,0.049704048707037644
pixel5g,com-chrome-canary,1,100.0,4169000.0,6713.0,4440.0,12247.947068403908,7.104678978120001,7.105787098166875,0.05438088498371337
pixel5g,com-chrome-canary,2,100.0,4169000.0,6713.0,4440.0,12925.965545529123,7.485541714140001,7.491399477575192,0.057391287022149295
pixel5g,com-chrome-canary,3,100.0,4169000.0,14648.0,4440.0,11557.056234718826,6.6924940179000005,6.692438397135257,0.05131332968215159
pixel5g,com-chrome-canary,4,100.0,4169000.0,13646.218138234119,4440.0,13330.140231721934,16.143350046,16.14351259995044,0.06053264864562524
pixel5g,com-chrome-canary,5,100.0,4169000.0,14648.0,4440.0,12637.058631921824,7.320986136660001,7.321996186887168,0.05610854032573291
pixel5g,com-chrome-canary,6,100.0,4169000.0,6713.0,4440.0,12426.339638157895,7.18877635212,7.1989662541815775,0.05517294799342105
pixel5g,com-chrome-canary,7,100.0,4169000.0,6713.0,4440.0,12732.236453201971,7.38090107286,7.381326155933792,0.05653112985221674
pixel5g,com-chrome-canary,8,100.0,4169000.0,14648.0,4440.0,12269.333876221499,7.107095474760001,7.108498200293747,0.054475842410423456
pixel5g,com-chrome-canary,9,100.0,4169000.0,6713.0,4440.0,12601.336867862969,7.309148350740001,7.3092436490385335,0.05594993569331159
