frame_start,frame_end,frame_time,is_delayed
114532448,187909815135253,187909700602805,True
114532501,187909849442913,187909734910412,True
114519683,187894371743142,187894257223459,True
114532471,187909826580827,187909712048356,True
114520944,187894556174254,187894441653310,True
114523754,187897860534270,187897746010516,True
114522653,187895956471529,187895841948876,True
114532516,187909860252132,187909745719616,True
114522546,187895842727194,187895728204648,True
114519617,187893656417810,187893541898193,True
114522277,187895638768476,187895524246199,True
114532486,187909838388432,187909723855946,True
114519573,187893642965881,187893528446308,True
114532569,187909905019741,187909790487172,True
114532418,187909783314729,187909668782311,True
114521444,187894743646824,187894629125380,True
114532433,187909793448636,187909678916203,True
114532546,187909899983595,187909785451049,True
114521220,187894649844940,187894535323720,True
114533286,187911263859564,187911149326278,True
114522409,187895746909945,187895632387536,True
114521347,187894711393696,187894596872349,True
114532403,187909771396967,187909656864564,True
114523302,187897204238945,187897089715643,True
114532662,187910037604129,187909923071467,True
114532531,187909871361300,187909756828769,True
