frame_start,frame_end,frame_time,is_delayed
59843662,87476230456523,87476170612861,True
59841666,87474926950768,87474867109102,True
59843753,87476284309184,87476224465431,True
59843412,87476195050998,87476135207586,True
59844696,87477491375346,87477431530650,True
59844566,87477395473462,87477335628896,True
59843693,87476240994649,87476181150956,True
59844460,87477307121370,87477247276910,True
59841806,87475750260850,87475690419044,True
59841725,87474944422176,87474884580451,True
59843738,87476273534079,87476213690341,True
59844818,87477598257180,87477538412362,True
59843708,87476252610171,87476192766463,True
59845693,87479227278019,87479167432326,True
59845883,87479508009506,87479448163623,True
59843723,87476264640172,87476204796449,True
59843061,87475995588531,87475935745470,True
