frame_start,frame_end,frame_time,is_delayed
119239454,194767079244471,194766960005017,True
119238389,194765941296702,194765822058313,True
119241859,194770799497029,194770680255170,True
119239363,194766934787582,194766815548219,True
119236373,194764585978025,194764466741652,True
119238098,194765858278100,194765739040002,True
119239025,194766571275410,194766452036385,True
119238452,194765952358682,194765833120230,True
119236512,194765301685909,194765182449397,True
119239347,194766915561382,194766796322035,True
119239302,194766879948358,194766760709056,True
119239554,194767178863648,194767059624094,True
119239280,194766868613877,194766749374597,True
119239317,194766889528984,194766770289667,True
119237687,194765590886354,194765471648667,True
119239371,194767018162174,194766898922803,True
119236417,194764597571255,194764478334838,True
119239355,194766923631852,194766804392497,True
119239212,194766857895647,194766738656435,True
119239332,194766900943672,194766781704340,True
119240170,194768377649705,194768258409535,True
