frame_start,frame_end,frame_time,is_delayed
147845463,282187076752964,282186928907501,True
147855609,282201230193072,282201082337463,True
147844179,282185815087578,282185667243399,True
147844216,282185820532891,282185672688675,True
147845576,282187121777865,282186973932289,True
147843627,282185633922196,282185486078569,True
147844238,282185873771438,282185725927200,True
147847850,282190745947549,282190598099699,True
147842567,282185411677486,282185263834919,True
147845591,282187130480261,282186982634670,True
147845539,282187096579529,282186948733990,True
147844823,282186283064448,282186135219625,True
147845599,282187141508023,282186993662424,True
147855828,282201453251740,282201305395912,True
147842472,282184826273105,282184678430633,True
147855699,282201298415840,282201150560141,True
147846505,282188664366456,282188516519951,True
147855669,282201274520056,282201126664387,True
147845839,282187387241329,282187239395490,True
147845637,282187208327300,282187060481663,True
147855624,282201241370573,282201093514949,True
147845561,282187108204113,282186960358552,True
147855639,282201253044168,282201105188529,True
147845517,282187085520101,282186937674584,True
147845652,282187218410479,282187070564827,True
147845622,282187201861154,282187054015532,True
147855684,282201285316047,282201137460363,True
147845607,282187194881362,282187047035755,True
147844157,282185788885857,282185641041700,True
147842428,282184810934145,282184663091717,True
147843948,282185747899134,282185600055186,True
147845739,282187285416891,282187137571152,True
147855594,282201218808436,282201070952842,True
147855714,282201346721157,282201198865443,True
147844105,282185781092627,282185633248522,True
147855654,282201263095471,282201115239817,True
147856465,282202684404207,282202536547742,True
