device,subject,run,BATTERY_PROPERTY_CAPACITY,BATTERY_PROPERTY_CHARGE_COUNTER,BATTERY_PROPERTY_CURRENT_AVERAGE,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Energy trapz (J),Energy simple (J),Avg power (W)
pixel5g,com-chrome-canary,0,100.0,4169000.0,14953.0,4445.0,12504.194581280788,7.2960094671975,7.301881580820748,0.05591284117816093
pixel5g,com-chrome-canary,1,100.0,4169000.0,14953.0,4445.0,12121.2340511987,14.3692061462775,14.377903830981893,0.05387888535757822
pixel5g,com-chrome-canary,2,100.0,4168650.1700735893,5544.716271463614,4445.0,8000.995094031071,7.8790345762275,7.856399383873284,0.06020091020032708
pixel5g,com-chrome-canary,3,100.0,4169000.0,14953.0,4445.0,13312.879983726607,15.780534455822501,15.787972156077904,0.059175751527664765
pixel5g,com-chrome-canary,4,100.0,4168583.0,7653.919606234618,4445.0,8863.484823625922,10.607659096107499,10.56159662498124,0.08092991444626745
pixel5g,com-chrome-canary,5,100.0,4169000.0,14953.0,4445.0,13514.430578512396,7.836763052947502,7.850582929167451,0.0600716439214876
pixel5g,com-chrome-canary,6,100.0,4169000.0,14953.0,4445.0,12110.263713937424,14.3404683722825,14.366075354747213,0.053830122208451854
pixel5g,com-chrome-canary,7,100.0,4169000.0,14953.0,4445.0,7358.189967105263,8.9700224793375,8.980088601963109,0.06885092619654606
pixel5g,com-chrome-canary,8,100.0,4169000.0,14953.0,4445.0,10100.546655656482,9.0059919838525,8.996072807861271,0.0689354238150289
pixel5g,com-chrome-canary,9,100.0,4168583.0,14953.0,4445.0,9043.74443528442,9.8399370450675,9.793107795636569,0.07506137746908491
