frame_start,frame_end,frame_time,is_delayed
201404377,368829346896810,368829145492433,True
201403621,368828271165452,368828069761831,True
201404318,368829313461910,368829112057592,True
201408660,368835860884125,368835659475465,True
201401308,368826575227106,368826373825798,True
201404340,368829324196391,368829122792051,True
201404402,368829394375616,368829192971214,True
201404418,368829446335101,368829244930683,True
201404385,368829363685561,368829162281176,True
201404077,368829013949016,368828812544939,True
201404258,368829304335816,368829102931558,True
201401352,368826589429920,368826388028568,True
201404410,368829404857128,368829203452718,True
201402768,368827845116920,368827643714152,True
201404643,368829678826530,368829477421887,True
201404393,368829377876084,368829176471691,True
201401461,368827427924483,368827226523022,True
201405490,368831244447519,368831043042029,True
201404534,368829550880476,368829349475942,True
201403303,368828170351328,368827968948025,True
201404362,368829333265090,368829131860728,True
