frame_start,frame_end,frame_time,is_delayed
189129591,350578718883748,350578529754157,True
189129401,350577968428829,350577779299428,True
189131062,350579029580185,350578840449123,True
189132562,350580523772000,350580334639438,True
189131404,350579168786397,350578979654993,True
189131352,350579133925351,350578944793999,True
189132170,350580172277799,350579983145629,True
189129460,350577986393154,350577797263694,True
189131308,350579111993370,350578922862062,True
189133375,350582429375940,350582240242565,True
189130741,350578931022050,350578741891309,True
189132317,350580304834062,350580115701745,True
189135632,350585822281955,350585633146323,True
189131330,350579118419360,350578929288030,True
189132490,350580425633397,350580236500907,True
189131271,350579104173317,350578915042046,True
189131382,350579154522854,350578965391472,True
189131367,350579140860508,350578951729141,True
189131204,350579080075711,350578890944507,True
