device,subject,run,BATTERY_PROPERTY_CAPACITY,BATTERY_PROPERTY_CHARGE_COUNTER,BATTERY_PROPERTY_CURRENT_AVERAGE,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Energy trapz (J),Energy simple (J),Avg power (W)
pixel5g,com-chrome-canary,0,100.0,4169000.0,-2746.0,4443.0,10860.05766062603,6.298401445156499,6.299343637811935,0.04825123618616144
pixel5g,com-chrome-canary,1,100.0,4169000.0,-2746.0,4443.0,10517.644151565075,6.103960736709,6.097783733055519,0.04672989296540362
pixel5g,com-chrome-canary,2,100.0,4169000.0,-2746.0,4443.0,10314.823838383838,12.273711726856497,12.274630215598755,0.04599082859272726
pixel5g,com-chrome-canary,3,100.0,4169000.0,-2746.0,4443.0,12470.291548726243,14.780667756819,14.782687477192479,0.055405505350990696
pixel5g,com-chrome-canary,4,100.0,4169000.0,-2746.0,4443.0,10945.868666396433,12.951186889180502,12.963915422318477,0.048632494484799345
pixel5g,com-chrome-canary,5,100.0,4169000.0,-2746.0,4443.0,11838.85761589404,6.859807306711501,6.862254390826837,0.05260004438741721
pixel5g,com-chrome-canary,6,100.0,4169000.0,-2746.0,4443.0,11305.591433278418,6.5526245868855,6.5543584661752385,0.05023074273805601
pixel5g,com-chrome-canary,7,100.0,4169000.0,-2746.0,4443.0,12183.732099758648,14.4357037576785,14.436548879300826,0.05413232171922767
pixel5g,com-chrome-canary,8,100.0,4169000.0,-2746.0,4443.0,11626.545529801324,6.737653855045499,6.739758414682311,0.05165674178890728
pixel5g,com-chrome-canary,9,100.0,4169000.0,-2746.0,4443.0,12037.892116182573,6.982439316129,6.9824359868102714,0.053484354672199155
