device,subject,run,BATTERY_PROPERTY_CAPACITY,BATTERY_PROPERTY_CHARGE_COUNTER,BATTERY_PROPERTY_CURRENT_AVERAGE,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Energy trapz (J),Energy simple (J),Avg power (W)
pixel5g,com-chrome-canary,0,100.0,4169000.0,238635.0251572327,4445.0,236246.17026055706,252.84891863567003,252.84965387355308,1.0501142268081762
pixel5g,com-chrome-canary,1,100.0,4169000.0,186527.43214285714,4445.0,184590.66517857142,98.78186076710001,98.79378604197781,0.82050550671875
pixel5g,com-chrome-canary,2,100.0,4169000.0,134959.60756075606,4445.0,133707.2610261026,71.51673503457,71.51974182858612,0.5943287752610262
pixel5g,com-chrome-canary,3,100.0,4153949.3767060963,311937.45768880803,4445.0,310445.40036396723,166.01492183157,166.00969528493934,1.3799298046178345
pixel5g,com-chrome-canary,4,100.0,4169000.0,107808.17520215633,4445.0,107702.37690925426,115.35346229617002,115.35265337301674,0.47873706536163524
pixel5g,com-chrome-canary,5,100.0,4169000.0,150619.60358744394,4445.0,149185.134529148,80.08519892758001,80.0866223864667,0.6631279229820628
pixel5g,com-chrome-canary,6,100.0,4169000.0,207826.60997328584,4445.0,206168.035618878,110.6534935290575,110.66650705703724,0.9164169183259128
pixel5g,com-chrome-canary,7,100.0,4169000.0,167977.4080357143,4445.0,165860.18660714285,88.9489000117375,88.96672904511196,0.7372485294687502
pixel5g,com-chrome-canary,8,100.0,4167011.48018018,281551.27252252254,4445.0,279275.6887387387,298.6300347932825,298.60413294303896,1.2413804364436936
pixel5g,com-chrome-canary,9,100.0,4169000.0,121560.40215439856,4445.0,119490.97217235189,63.91774014114999,63.92610059828878,0.5311373713061042
