device,subject,run,BATTERY_PROPERTY_CAPACITY,BATTERY_PROPERTY_CHARGE_COUNTER,BATTERY_PROPERTY_CURRENT_AVERAGE,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Energy trapz (J),Energy simple (J),Avg power (W)
pixel5g,com-chrome-canary,0,100.0,4169000.0,2136.0,4445.0,12202.087378640777,6.533505826155,6.5328921564893205,0.054238278398058254
pixel5g,com-chrome-canary,1,100.0,4169000.0,2136.0,4445.0,9933.601254480287,5.320176276695,5.325340752830941,0.04415485757616488
pixel5g,com-chrome-canary,2,100.0,4169000.0,2136.0,4445.0,12264.999117387468,6.569335139815001,6.57109954530625,0.054517921076787296
pixel5g,com-chrome-canary,3,100.0,4169000.0,2136.0,4445.0,12818.779310344828,14.0619884466425,14.064015658035242,0.05697947403448276
pixel5g,com-chrome-canary,4,100.0,4169000.0,2136.0,4445.0,11915.688437775816,6.3859071008425,6.386495083835944,0.052965235105913507
pixel5g,com-chrome-canary,5,100.0,4169000.0,2136.0,4445.0,12278.953138815208,6.5745528652825005,6.576010298447815,0.054579946702033595
pixel5g,com-chrome-canary,6,100.0,4169000.0,2136.0,4445.0,12269.352422907488,6.573754038775,6.575504289873636,0.0545372715198238
pixel5g,com-chrome-canary,7,100.0,4169000.0,2136.0,4445.0,12680.204244031831,6.7865141682450005,6.786786345498979,0.05636350786472149
pixel5g,com-chrome-canary,8,100.0,4169000.0,2136.0,4445.0,12255.175330396476,6.565133699145,6.565890824544281,0.05447425434361233
pixel5g,com-chrome-canary,9,100.0,4169000.0,2136.0,4445.0,8910.490282685512,6.3399795828425,6.339459021887307,0.052634953105123686
