frame_time
270922351219693
270924009339165
270904624780092
270920019915059
270906022298845
270918945481388
270922362796613
270924042774874
270918867432695
270902414710391
270903461623596
270924087505106
270902426866285
270903453522308
270923909114644
270924133531017
270923965649818
270922317335746
270923943260040
270922299147270
270924146057364
270922384948630
270903024477255
270922321787763
270903246642861
270923896843087
270923976993092
270923922904429
270918767838423
270924031527276
270923998361255
270924120320294
270903474354311
270923954725033
270918733781746
270922374486346
270923987286575
270924065367881
270924076222665
270907808860302
270918756110051
270918838314635
270922340436998
270924153859544
270903407385822
270918855940052
270918792909333
270918744561211
270922329006335
270924053964762
270903416997415
270924098633954
270918847201577
270918786581743
270904733036229
270924109812593
270903379100626
270903444516823
270903397728202
270923932166922
270904503268663
270924020825512
271304450296991
271305279437971
271305559832170
271308368409427
271320878026443
271306762845487
271306829568580
271306718300609
271320967249889
271306329963230
271320855712825
271306783678904
271320947653563
271306775889275
271306843610024
271306852424021
271320867404113
271306931562894
271310380722383
271321045627429
271306821705358
271305425210304
271320900511571
271306712270764
271322220935166
271305029257019
271306731631421
271306744522338
271320957123393
271320889583616
271306750070553
271304433078023
271320943589685
271320845488880
271307038707856
271065321534504
271064212801286
271063075591367
271079461399871
271079427909965
271079346320374
271066763887564
271065241702510
271063671487946
271065089301259
271064123163529
271065539346045
271079362548992
271079439070211
271063931058706
271069224992319
271079349755620
271079411843483
271079450894729
271063063241722
271065436408999
271079416713416
271079329432315
271081393544165
271064199698944
271079397942522
270736328304953
270733877022516
270734912873111
270735780189051
270735016166289
270739477897254
270734591717864
270736116054458
270736238882768
270733862682194
270737784270837
270736439809655
270735900902965
270734757929591
270838269652094
270838355305985
270838296274775
270827996567010
270823020719547
270822892274706
270824158125079
270838279924371
270838380086346
270824258932685
270824421608029
270824228371827
270824108923579
270822763497857
270824120635960
270838457078459
270839692021627
270838368759537
270823715922248
270824317374487
270824236209521
270824141931811
270821914888735
270838302493771
270824213993559
270825679373667
270838315248549
270838391418936
270838360123144
270822521049586
270821902854090
270824138032242
271240397300565
271226250520302
271240465962655
271226357687187
271223945751365
271226236848785
271226281637753
271240421356512
271226326123099
271240354558939
271224803515548
271240499447517
271227874880271
271240365890228
271240376930995
271224957923911
271229826176673
271226239499333
271225896610404
271226322683061
271225074122716
271240343667860
271240443841380
271240454920846
271223960243205
271226259533718
271224562201972
271226272570319
271240410158141
271241696738888
271226365514933
271226431662820
271226529389962
271226342697460
271240399052582
271240432320613
271240332621884
271159940586781
271160062909039
271159952166038
271145937262516
271160051835303
271160006689421
271144238994955
271144693764412
271144734300019
271160108084468
271145712436489
271147307549292
271144476375218
271148792491615
271159935321378
271143475070956
271159962894357
271161343963951
271160002715700
271144721616602
271160040991514
271146050007382
271143488305139
271145820005841
271160029551216
271144715904853
271144677888087
271160018336855
271144709488669
271144643627712
270690757472826
270690832930842
270690740103903
270690568495714
270690846221082
270692262360044
270690881217947
270691005237407
270692364789128
270690790484065
270690773010648
270690805665340
270690275383022
270695681079777
270690815533987
270690854506738
270690867819009
270690928072297
270690962327608
270690715658097
270690766257961
270692048194213
270690663954713
270693619815626
270692166319176
270999217275140
270986328283652
270983619265007
270999050442359
270983922186856
270999125327478
271000435456549
270999005789498
270999072737592
270984887854872
270982803994846
270999061222501
270983944240906
270985180746986
270982789221972
270998994795502
270987986732856
270999027993481
270999016883859
270983376030142
270999046206905
270984971015269
270983864651608
270983933010250
270985072546889
270779168609284
270779158359767
270779147207802
270779107671710
270781776789699
270780206896330
270779190728319
270778721011134
270777965044166
270779127888984
270780127865590
270779203791899
270779134701722
270783198199749
270777977279748
270779180742239
270780405357006
270780309434104
270778971927375
