frame_start,frame_end,frame_time,is_delayed
184797504,344504394703265,344504209905761,True
184797406,344504361488053,344504176690647,True
184797689,344504549319999,344504364522310,True
184795699,344503025439535,344502840643836,True
184800012,344508182379684,344507997579672,True
184794638,344502192877056,344502008082418,True
184797556,344504447862020,344504263064464,True
184797274,344504143202042,344503958404768,True
184797631,344504503773797,344504318976166,True
184797601,344504481668274,344504296870673,True
184796544,344503357445193,344503172648649,True
184796566,344503368497017,344503183700451,True
184796455,344503335443264,344503150646809,True
184796073,344503299968104,344503115172031,True
184797482,344504373819878,344504189022396,True
184796522,344503346236129,344503161439607,True
184797817,344504674690324,344504489892507,True
184794711,344502758936383,344502574141672,True
184796588,344503383029518,344503198232930,True
184797571,344504458846240,344504274048669,True
184797527,344504442450562,344504257653035,True
184797616,344504492469473,344504307671857,True
184794579,344502181281378,344501996486799,True
184798529,344506010264520,344505825465991,True
184797586,344504470794002,344504285996416,True
