frame_start,frame_end,frame_time,is_delayed
187458507,348214127990791,348213940532284,True
187457684,348213006583596,348212819125912,True
187461827,348219380217721,348219192755894,True
187457457,348212966773852,348212779316395,True
187456783,348212777756386,348212590299603,True
187455398,348211418074219,348211230618821,True
187458536,348214133566677,348213946108141,True
187458477,348214045239429,348213857780952,True
187458400,348214021320676,348213833862276,True
187458125,348213625237147,348213437779022,True
187455530,348212221779247,348212034323717,True
187458566,348214156454804,348213968996238,True
187457750,348213061043497,348212873585747,True
187458675,348214257237262,348214069778587,True
187455435,348211431794325,348211244338890,True
187458551,348214142792251,348213955333700,True
187457713,348213046746256,348212859288543,True
187458761,348214367621075,348214180162314,True
187459518,348215785468248,348215598008730,True
