device,subject,run,BATTERY_PROPERTY_CAPACITY,BATTERY_PROPERTY_CHARGE_COUNTER,BATTERY_PROPERTY_CURRENT_AVERAGE,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Energy trapz (J),Energy simple (J),Avg power (W)
pixel5g,com-chrome-canary,0,100.0,4169000.0,-2746.0,4443.0,14508.915632754342,8.411169545623498,8.413854324868183,0.06446311215632754
pixel5g,com-chrome-canary,1,100.0,4169000.0,-2746.0,4443.0,14317.836768342951,8.30223818427,8.304763506697405,0.06361414876174773
pixel5g,com-chrome-canary,2,100.0,4169000.0,-2746.0,4443.0,6727.370521172638,8.6245609131045,8.616139629358841,0.06599523295846904
pixel5g,com-chrome-canary,3,100.0,4169000.0,-2746.0,4443.0,14061.477701888309,16.6657767527715,16.66930592776931,0.06247514542948976
pixel5g,com-chrome-canary,4,100.0,4169000.0,-2746.0,4443.0,13493.284426229508,7.816092097558499,7.81906518339584,0.0599506627057377
pixel5g,com-chrome-canary,5,100.0,4169000.0,-2746.0,4443.0,13797.24368378158,7.997315547455998,7.9956933788618905,0.06130115368704155
pixel5g,com-chrome-canary,6,100.0,4169000.0,-2746.0,4443.0,13027.753278688524,7.5489312419534995,7.550920701678902,0.05788230781721311
pixel5g,com-chrome-canary,7,100.0,4169000.0,-2746.0,4443.0,13469.194536423842,7.799076429448501,7.807200142702699,0.059843631325331124
pixel5g,com-chrome-canary,8,100.0,4169000.0,-2746.0,4443.0,14322.516141889198,16.969346249498997,16.97493821120795,0.0636349392184137
pixel5g,com-chrome-canary,9,100.0,4169000.0,-2746.0,4443.0,13357.63576702215,7.7390196364740005,7.741468647939416,0.059347975712879406
