device,subject,run,BATTERY_PROPERTY_CAPACITY,BATTERY_PROPERTY_CHARGE_COUNTER,BATTERY_PROPERTY_CURRENT_AVERAGE,EXTRA_VOLTAGE,BATTERY_PROPERTY_CURRENT_NOW,Energy trapz (J),Energy simple (J),Avg power (W)
pixel5g,com-chrome-canary,0,100.0,4169000.0,13427.0,4450.0,11917.908115070846,13.294837544125,13.29648651277922,0.05303469111206527
pixel5g,com-chrome-canary,1,100.0,4169000.0,13427.0,4450.0,12151.535652920962,13.558994047525001,13.557733231441151,0.05407433365549828
pixel5g,com-chrome-canary,2,100.0,4169000.0,13427.0,4450.0,11277.15561015561,6.550336567475001,6.551033892091155,0.05018334246519247
pixel5g,com-chrome-canary,3,100.0,4169000.0,13427.0,4450.0,11173.065627563577,6.487647443900001,6.48773273443622,0.04972014204265792
pixel5g,com-chrome-canary,4,100.0,4169000.0,13427.0,4450.0,11221.252657399837,6.513476274075,6.513216202137367,0.04993457432542927
pixel5g,com-chrome-canary,5,100.0,4169000.0,13427.0,4450.0,11055.684987694833,6.41657314305,6.416819620807219,0.049197798195242004
pixel5g,com-chrome-canary,6,100.0,4169000.0,13427.0,4450.0,11969.187044187043,13.352402824225,13.35412312483001,0.05326288234663235
pixel5g,com-chrome-canary,7,100.0,4169000.0,13427.0,4450.0,12563.841201716737,14.005889990050001,14.006625610917382,0.05590909334763949
pixel5g,com-chrome-canary,8,100.0,4169000.0,13427.0,4450.0,11542.2403609516,6.69749674805,6.700042570285275,0.05136296960623462
pixel5g,com-chrome-canary,9,100.0,4169000.0,13427.0,4450.0,10206.217283950617,5.922936641100001,5.924552978208889,0.04541766691358025
