frame_start,frame_end,frame_time,is_delayed
111633914,183827685194843,183827573560929,True
111632290,183826029710876,183825918078586,True
111631870,183825762485120,183825650853250,True
111644078,183842685728056,183842574083978,True
111633814,183827543514620,183827431880806,True
111643418,183841560204090,183841448560672,True
111643379,183841517242471,183841405599092,True
111643410,183841548626276,183841436982866,True
111632657,183826177290943,183826065658286,True
111643426,183841628632951,183841516989525,True
111643387,183841525642628,183841413999241,True
111630695,183824736719601,183824625088906,True
111633728,183827438086537,183827326452809,True
111643356,183841503416167,183841391772811,True
111643341,183841480548769,183841368905428,True
111643326,183841469502049,183841357858723,True
111643311,183841458810017,183841347166706,True
111643288,183841449429131,183841337785843,True
111643402,183841538031900,183841426388498,True
111630834,183825460778840,183825349148006,True
111630739,183824751047780,183824639417041,True
111633448,183827205269482,183827093636034,True
111633593,183827334358297,183827222724704,True
111634964,183829975234081,183829863599117,True
111643534,183841725999158,183841614355624,True
