frame_start,frame_end,frame_time,is_delayed
62074933,90733692156659,90733630081726,True
62075021,90733736296247,90733674221226,True
62076487,90735181337120,90735119260633,True
62076532,90735214180352,90735152103820,True
62076148,90734914193500,90734852117352,True
62076427,90735137107636,90735075031209,True
62076163,90734925142355,90734863066192,True
62074867,90733658172333,90733596097466,True
62074999,90733724717287,90733662642288,True
62076442,90735148052377,90735085975935,True
62076562,90735236969261,90735174892699,True
62073467,90733401041109,90733338967642,True
62076607,90735269613587,90735207536980,True
62076502,90735191834673,90735129758171,True
62074977,90733712872494,90733650797517,True
62076216,90734972720485,90734910644269,True
62073350,90732781625006,90732719551656,True
62074711,90733620171756,90733558097045,True
62075043,90733747055623,90733684980580,True
62074815,90733646631498,90733584556683,True
62076178,90734936845325,90734874769147,True
62076118,90734899661154,90734837585036,True
62076283,90735025510906,90734963434623,True
62074487,90733552735551,90733490661064,True
62076231,90734981731163,90734919654932,True
62074911,90733686976346,90733624901435,True
62076472,90735169949410,90735107872938,True
62076193,90734962545223,90734900469030,True
62076457,90735159035711,90735096959254,True
62076517,90735203248060,90735141171543,True
62076577,90735247562283,90735185485706,True
62076592,90735259116711,90735197040119,True
62076547,90735225689989,90735163613442,True
62077688,90737194967216,90737132889528,True
62074955,90733705798588,90733643723633,True
62073394,90732796076049,90732734002655,True
62076059,90734891237456,90734829161397,True
62074889,90733668489469,90733606414580,True
62076246,90735006693092,90734944616846,True
62076133,90734904627197,90734842551064,True
62075998,90734797434790,90734735358792,True
